,id,stationName,latitude,longitude,totalDocks
402,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,41
403,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,55
404,3168,Central Park West & W 85 St,40.78472675,-73.96961715,31
405,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,39
406,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,35
407,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,39
408,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,27
409,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,39
410,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,31
411,3176,W 64 St & West End Ave,40.77452835,-73.98753759,43
412,3177,W 84 St & Broadway,40.7867947,-73.977112,63
413,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,39
414,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,23
415,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,31
416,3183,Exchange Place,40.7162469,-74.0334588,30
417,3184,Paulus Hook,40.7141454,-74.0335519,14
418,3185,City Hall,40.7177325,-74.043845,22
419,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42
420,3187,Warren St,40.7211236,-74.03805095,22
421,3188,NJCU,40.7101087,-74.0858489,18
422,3189,West Side Light Rail,40.714402,-74.0887723,14
423,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,14
424,3191,Union St,40.7182113,-74.0836394,18
425,3192,Liberty Light Rail,40.7112423,-74.0557013,22
426,3193,Lincoln Park,40.7246050998869,-74.07840594649315,18
427,3194,McGinley Square,40.7253399253558,-74.06762212514877,22
428,3195,Sip Ave,40.73074262530658,-74.06378388404846,38
429,3196,Riverview Park,40.7443187,-74.0439909,18
430,3198,Heights Elevator,40.748715945380226,-74.04044330120087,18
431,3199,Newport Pkwy,40.7287448,-74.0321082,14
432,3200,MLK Light Rail,40.7111305,-74.0788855,18
433,3201,Dey St,40.737711,-74.066921,18
434,3202,Newport PATH,40.7272235,-74.0337589,18
435,3203,Hamilton Park,40.727595966,-74.044247311,26
436,3205,JC Medical Center,40.71653978099194,-74.0496379137039,21
437,3206,Hilltop,40.7311689,-74.0575736,26
438,3207,Oakland Ave,40.7376037,-74.0524783,26
439,3209,Brunswick St,40.7241765,-74.0506564,22
